Keyword,Visibility,Visibility Difference,Google HOU Rank,Google HOU Previous Rank,Google HOU Difference,Google HOU SERP Features,Google HOU URL Found,Google Mobile HOU Rank,Google Mobile HOU Previous Rank,Google Mobile HOU Difference,Google Mobile HOU SERP Features,Google Mobile HOU URL Found,Yahoo! Rank,Yahoo! Previous Rank,Yahoo! Difference,Yahoo! SERP Features,Yahoo! URL Found,Bing US Rank,Bing US Previous Rank,Bing US Difference,Bing US SERP Features,Bing US URL Found
where to sell scrap metal 77008,99%,0%,1(2),1(3),0 (+1),"Local Pack (1), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), People Also Ask (0), Ads Bottom (0)",https://astrocityscrap.com/scrap-metal-buyers-near-me-77008/,1,1,0,,https://astrocityscrap.com/scrap-metal-dealers-77008/,1(3),1(2),0 (-1),Local Pack (1),https://astrocityscrap.com/
"where to sell scrap metal Harris County, TX",95%,-2%,4,2,-2,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,3,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,1,0,,https://astrocityscrap.com/sell-scrap-metal-harris-county-tx/,1,1(2),0,Local Pack (1),https://astrocityscrap.com/sell-scrap-metal-harris-county-tx
"where to sell scrap metal Houston, TX",86%,19%,1(1),1(2),0 (+1),"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(3),0 (+2),"Local Pack (1), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,10,22,12,Videos (0),https://astrocityscrap.com/,9,20,11,"Local Pack (0), Videos (0)",https://astrocityscrap.com
where to sell scrap metal near me 77008,98%,1%,2,2,0,"Local Pack (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/scrap-metal-buyers-near-me-77008/,2,2,0,"Local Pack (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/scrap-metal-buyers-near-me-77008/,1,2,1,Videos (0),https://astrocityscrap.com/scrap-metal-near-me-77008/,1(3),1(2),0 (-1),"Local Pack (1), Videos (0)",https://astrocityscrap.com/
"where to sell scrap metal near me Harris County, TX",96%,-2%,3,2,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,2,-2,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0), Ads Top (0)",https://astrocityscrap.com/,1,1,0,,https://astrocityscrap.com/sell-scrap-metal-harris-county-tx/,1(4),1(2),0 (-2),Local Pack (1),https://astrocityscrap.com/
"where to sell scrap metal near me Houston, TX",90%,43%,4,3,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,3,-1,"Local Pack (0), Videos (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,4,Not in top 30,Entered,Videos (0),https://astrocityscrap.com/,4,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://astrocityscrap.com
"where to sell scrap metal near me The Heights, TX",99%,-1%,1(2),1(3),0 (+1),"Local Pack (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,2,1(3),-1,"Local Pack (0), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://astrocityscrap.com/the-heights-tx-scrap-metal-near-me/,1,1,0,,https://astrocityscrap.com/where-to-sell-scrap-metal-the-heights-tx/,1(1),1(3),0 (+2),Local Pack (1),https://astrocityscrap.com/
"where to sell scrap metal The Heights, TX",100%,1%,1(1),1(1),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1(1),1(2),0 (+1),"Local Pack (1), Images (1), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/,1,1,0,Videos (0),https://astrocityscrap.com/sell-scrap-metal-the-heights-tx/,1,2,1,Local Pack (1),https://astrocityscrap.com/sell-scrap-metal-the-heights-tx
where to sell scrap radiators,50%,-22%,1(2),1(2),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), People Also Ask (0)",https://astrocityscrap.com/,2,1(2),-1,"Local Pack (0), Images (1), Videos (0), Videos (0), Thumbnail (0), People Also Ask (0)",https://astrocityscrap.com/,30,Not in top 30,Entered,Videos (0),https://astrocityscrap.com/metals-we-accept/radiators/,Not in top 30,5,Dropped,"Local Pack (0), Videos (0)",
who buys radiators,49%,3%,1,3,2,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://astrocityscrap.com/metals-we-accept/radiators/,2,3,1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://astrocityscrap.com/metals-we-accept/radiators/,Not in top 30,Not in top 30,Stays out,Videos (0),,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",
